nbSyll,pron,origin,warning,remarques,POS,lineId,pageId,IPA,MotVedette,hwd,pronSampa,ipa,sizePron
1,jĭlt,,,,n.,64.0,111,,jilt,jilt,dZ I l t,?ɪlt,4
2,jĭʹngle,,,,v.,65.0,111,,jingle,jingle,dZ I N g @ l,?ɪŋgəl,7
1,ill,,,,n.,67.0,111,,ill,ill,I l,ɪl,3
3,illēʹgal,L.,,,n.,72.0,111,,illegal,illegal,i l i: g @ l,iliːgəl,8
5,illĕgĭʹtĭmāte,L.,,,a.,73.0,111,,illegitimate,illegitimate,I l i dZ I 4 @ m i t,ɪli?ɪɾəmit,13
3,illĭʹcĭt,L.,,,a.,5.0,112,,illicit,illicit,i l I s @ t,ilɪsət,8
5,illĭʹmĭtable,L.,,,a.,6.0,112,,illimitable,illimitable,I l I m i 4 @ b @ l,ɪlɪmiɾəbəl,12
4,illĭʹtĕrāte,L.,,,a.,7.0,112,,illiterate,illiterate,i l I 4 3:r @ t,ilɪɾɜ:rət,11
4,illŏʹgĭcal,,,,a.,8.0,112,,illogical,illogical,i l A dZ i k @ l,ilɑ?ikəl,10
4,illūʹmĭnāte,,,,v.,10.0,112,,illuminate,illuminate,i l u m i n i t,iluminit,11
6,illūmĭnāʹtion,,,,n.,11.0,112,,illumination,illumination,i l u m @ n eI S @ n,ilumən?ʃən,13
4,illūʹſion,L.,,,n.,13.0,112,,illusion,illusion,i l u Z @ n,iluʒən,9
3,illūʹſive,,,,a.,14.0,112,,illusive,illusive,i l u s i v,ilusiv,9
3,illŭʹſtrāte,L.,,,v.,15.0,112,,illustrate,illustrate,I l @ s t r\ eI t,ɪləstɹ?t,11
5,illŭſtrāʹtion,,,,n.,16.0,112,,illustration,illustration,I l @ s t r\ eI S @ n,ɪləstɹ?ʃən,13
4,illŭʹſtrĭ_o_ūs,L.,,,a.,17.0,112,,illustrious,illustrious,i l V s t r\ i: @ s,ilʌstɹiːəs,14
2,ĭʹmage,,,,n.,18.0,112,,image,image,I m @ dZ,ɪmə?,6
3,ĭʹmāg_e_ry,,,,n.,19.0,112,,imagery,imagery,I m @ dZ r\ i:,ɪmə?ɹiː,10
5,ĭmāʹgĭnable,,,,a.,20.0,112,,imaginable,imaginable,i m { dZ @ n @ b @ l,imæ?ənəbəl,11
5,ĭmāʹgĭnăry,,,,n.,21.0,112,,imaginary,imaginary,i m { dZ @ n E r\ i:,imæ?ənɛɹiː,10
6,ĭmāgĭnāʹtion,L.,,,n.,22.0,112,,imagination,imagination,i m { dZ @ n eI S @ n,imæ?ən?ʃən,12
3,ĭmāʹgĭne,L.,,,v.,23.0,112,,imagine,imagine,i m { dZ @ n,imæ?ən,8
2,īʹman,,,,n.,24.0,112,,iman,iman,aI m @ n,?mən,5
2,imbīʹbe,L.,,,v.,35.0,112,,imbibe,imbibe,i m b aI b,imb?b,7
2,imbūeʹ,L.,,,v.,48.0,112,,imbue,imbue,i m b j u,imbju,6
4,ĭʹmĭtable,L.,,,a.,51.0,112,,imitable,imitable,I m @ 4 @ b @ l,ɪməɾəbəl,9
3,ĭʹmĭtāte,L.,,,v.,52.0,112,,imitate,imitate,I m @ t eI t,ɪmət?t,8
5,ĭmĭtāʹtion,,,,n.,53.0,112,,imitation,imitation,I m @ t eI S @ n,ɪmət?ʃən,10
4,ĭmĭtāʹtor,L.,,,n.,54.0,112,,imitator,imitator,I m @ t eI 4 3:r,ɪmət?ɾɜ:r,9
4,immăʹcūlāte,L.,,,a.,55.0,112,,immaculate,immaculate,i m { k j u l i t s,imækjulits,11
3,iʹmmănent,L.,,,a.,56.0,112,,immanent,immanent,I m @ n @ n t,ɪmənənt,9
4,immăʹnūĕl,,,,n.,58.0,112,,immanuel,immanuel,I m @ n U l,ɪmənʊl,9
5,immătēʹrĭal,F.,,,a.,60.0,112,,immaterial,immaterial,I m @ t I r\ i: @ l,ɪmətɪɹiːəl,11
3,immătūre,L.,nbSyll>1 et pas d'accent tonic,,a.,62.0,112,,immature,immature,I m @ t j U r\,ɪmətjʊɹ,8
5,immătūʹrĭty,,,,n.,63.0,112,,immaturity,immaturity,I m @ tS U r\ i 4 i:,ɪmə?ʊɹiɾiː,11
4,immĕʹdĭate,F.,,,a.,64.0,112,,immediate,immediate,i m i: 4 i: @ t,imiːɾiːət,10
5,immĕʹdĭat_e_ly,,,,p.,65.0,112,,immediately,immediately,i m i: 4 i: @ t l i:,imiːɾiːətliː,14
5,immĕmōʹrĭal,L.,,,a.,68.0,112,,immemorial,immemorial,I m @ m O: r\ i: @ l,ɪməmOːɹiːəl,11
2,immĕʹnſe,,,,a.,69.0,112,,immense,immense,i m E n s,imɛns,8
4,immĕrʹſion,,,,n.,73.0,112,,immersion,immersion,i m 3:r Z @ n,imɜ:rʒən,10
3,iʹmmĭnent,L.,,,a.,3.0,113,,imminent,imminent,I m @ n @ n t,ɪmənənt,9
5,immŏbĭʹlĭty,,,,n.,7.0,113,,immobility,immobility,I m @U b I l i 4 i:,ɪmoʊbɪliɾiː,11
3,immŏʹral,L.,,,a.,11.0,113,,immoral,immoral,i m O: r\ @ l,imOːɹəl,8
5,immŏrăʹlĭty,L.,,,n.,12.0,113,,immorality,immorality,I m 3:r { l i 4 i:,ɪmɜ:ræliɾiː,11
3,immŏʹrtal,,,,a.,13.0,113,,immortal,immortal,i m O: r\ 4 @ l,imOːɹɾəl,9
5,immŏrtăʹlĭty,F.,,,n.,14.0,113,,immortality,immortality,I m O: r\ t { l i 4 i:,ɪmOːɹtæliɾiː,12
4,immŏʹrtălīze,F.,,,v.,15.0,113,,immortalize,immortalize,i m O: r\ 4 @ l aI z,imOːɹɾəl?z,12
4,immūʹnĭty,L.,,,n.,17.0,113,,immunity,immunity,i m j u n @ 4 i:,imjunəɾiː,9
4,immūʹtable,L.,,,a.,19.0,113,,immutable,immutable,i m j u 4 @ b @ l,imjuɾəbəl,10
1,imp,,,,n.,20.0,113,,imp,imp,I m p,ɪmp,3
2,impaiʹr,,,,v.,21.0,113,,impair,impair,i m p E r\,impɛɹ,7
2,impāʹle,,,,v.,22.0,113,,impale,impale,i m p eI l,imp?l,7
2,impăʹrt,L.,,,v.,28.0,113,,impart,impart,i m p A r\ t,impɑɹt,7
4,impăʹrtial,F.,,,v.,29.0,113,,impartial,impartial,i m p A r\ S @ l,impɑɹʃəl,10
6,impărtiaʹlĭty,F.,,,n.,30.0,113,,impartiality,impartiality,i m p A r\ S i: { l i 4 i:,impɑɹʃiːæliɾiː,13
4,impăʹſſable,,,,a.,31.0,113,,impassable,impassable,i m p { s @ b @ l,impæsəbəl,11
4,impāʹtience,L.,,,n.,33.0,113,,impatience,impatience,i m p eI S @ n s,imp?ʃəns,11
4,impāʹtient,,,,a.,34.0,113,,impatient,impatient,i m p eI S @ n t,imp?ʃənt,10
2,impeaʹch,,,,v.,36.0,113,,impeach,impeach,i m p i: tS,impiː?,8
3,impeaʹchment,,,,n.,37.0,113,,impeachment,impeachment,i m p i: tS m @ n t,impiː?mənt,12
4,impĕʹccable,,,,a.,39.0,113,,impeccable,impeccable,i m p E k @ b @ l,impɛkəbəl,11
2,impēʹde,,,,v.,40.0,113,,impede,impede,i m p i: d,impiːd,7
4,impĕʹdĭment,L.,,,n.,41.0,113,,impediment,impediment,i m p E 4 @ m @ n t,impɛɾəmənt,11
2,impĕʹl,L.,,,v.,42.0,113,,impel,impel,i m p E l,impɛl,6
2,impĕʹnd,,,,v.,43.0,113,,impend,impend,i m p E n d,impɛnd,7
3,impĕʹnding,,,,a.,44.0,113,,impending,impending,i m p E n d i N,impɛndiŋ,10
5,impĕʹnĕtrable,L.,,,a.,45.0,113,,impenetrable,impenetrable,i m p E n @ t r\ @ b @ l,impɛnətɹəbəl,13
4,impĕʹrătive,L.,,,a.,48.0,113,,imperative,imperative,i m p E r\ @ 4 i v,impɛɹəɾiv,11
5,impĕrcĕʹptĭble,F.,,,a.,49.0,113,,imperceptible,imperceptible,I m p 3:r s E p t i b @ l,ɪmpɜ:rsɛptibəl,14
4,impĕʹrfect,L.,,,a.,50.0,113,,imperfect,imperfect,i m p 3:r f i k t,impɜ:rfikt,10
5,impĕrfĕʹction,L.,,,n.,51.0,113,,imperfection,imperfection,I m p 3:r f E k S @ n,ɪmpɜ:rfɛkʃən,13
4,impēʹrĭal,L.,,,a.,53.0,113,,imperial,imperial,i m p I r\ i: @ l,impɪɹiːəl,9
5,impeʹrĭaliſt,,,,n.,54.0,113,,imperialist,imperialist,i m p I r\ i: @ l i s t,impɪɹiːəlist,12
4,impeʹrĭ_o_us,L.,,,a.,55.0,113,,imperious,imperious,i m p I r\ i: @ s,impɪɹiːəs,12
4,impĕʹrsŏnal,,,,a.,56.0,113,,impersonal,impersonal,i m p 3:r s @ n @ l,impɜ:rsənəl,11
4,impĕʹrtĭnent,F.,,,a.,58.0,113,,impertinent,impertinent,i m p 3:r t @ n @ n t,impɜ:rtənənt,12
4,impĕʹrvĭ_o_us,L.,,,a.,59.0,113,,impervious,impervious,i m p 3:r v i: @ s,impɜ:rviːəs,13
6,impĕtūŏʹsĭty,,,,n.,60.0,113,,impetuosity,impetuosity,i m p E tS w @ s @ t i:,impɛ?wəsətiː,12
4,impĕʹtū_o_us,,,,a.,61.0,113,,impetuous,impetuous,i m p E tS w @ s,impɛ?wəs,12
3,iʹmpĕtus,L.,,,n.,62.0,113,,impetus,impetus,I m p @ 4 @ s,ɪmpəɾəs,8
4,implāʹcable,,,,a.,66.0,113,,implacable,implacable,i m p l { k @ b @ l,implækəbəl,11
3,implăʹnt,,,,v.,67.0,113,,implant,implant,i m p l { n t,implænt,8
4,iʹmplĕments,,,,n.,69.0,113,,implements,implements,I m p l @ m @ n t s,ɪmpləmənts,11
6,implĭcāʹtion,,,,n.,70.0,113,,implication,implication,I m p l @ k eI S @ n,ɪmplək?ʃən,12
2,implĭʹcit,L.,,,a.,71.0,113,,implicit,implicit,i m p l I s @ t,implɪsət,9
2,implŏʹre,L.,,,v.,72.0,113,,implore,implore,i m p l O: r\,implOːɹ,8
2,implyʹ,L.,,,v.,73.0,113,,imply,imply,i m p l aI,impl?,6
3,impŏlīʹte,L.,,,a.,2.0,114,,impolite,impolite,i m p @ l aI t,impəl?t,9
4,impŏʹlĭtic,L.,,,a.,3.0,114,,impolitic,impolitic,i m p O: l I t I k,impOːlɪtɪk,10
2,iʹmport,,,,n.,4.0,114,,import,import,i m p O: r\ t,impOːɹt,7
3,impŏʹrtănce,F.,,,n.,5.0,114,,importance,importance,i m p O: r\ t @ n s,impOːɹtəns,11
3,impŏʹrtant,,,,a.,6.0,114,,important,important,i m p O: r\ t @ n t,impOːɹtənt,10
5,impŏrtāʹtion,,,,n.,7.0,114,,importation,importation,I m p O: r\ t eI S @ n,ɪmpOːɹt?ʃən,12
4,impŏʹrtūnāte,L.,,,a.,8.0,114,,importunate,importunate,i m p O: r\ tS u n @ t,impOːɹ?unət,12
2,impōʹſe,F.,,,v.,11.0,114,,impose,impose,i m p @U z,impoʊz,7
5,impŏſĭʹtion,F.,,,n.,12.0,114,,imposition,imposition,I m p @ z I S @ n,ɪmpəzɪʃən,11
4,impŏʹſſĭble,L.,,,a.,14.0,114,,impossible,impossible,i m p A s @ b @ l,impɑsəbəl,11
3,impŏʹſtor,L.,,,n.,16.0,114,,impostor,impostor,i m p O: s t 3:r,impOːstɜ:r,9
3,ĭʹmpŏtĕnce,L.,,,n.,19.0,114,,impotence,impotence,I m p @ t @ n s,ɪmpətəns,10
3,iʹmpŏtent,L.,,,a.,20.0,114,,impotent,impotent,I m p @ t @ n t,ɪmpətənt,9
4,impŏʹvĕriſh,,,,v.,21.0,114,,impoverish,impoverish,i m p A v r\ i S,impɑvɹiʃ,11
5,impŏʹverĭſhment,,,,n.,22.0,114,,impoverishment,impoverishment,i m p A v r\ i S m @ n t,impɑvɹiʃmənt,15
5,imprăʹctĭcable,F.,,,a.,25.0,114,,impracticable,impracticable,i m p r\ { k t i k @ b @ l,impɹæktikəbəl,14
4,imprĕʹgnable,F.,,,a.,28.0,114,,impregnable,impregnable,i m p r\ E g n @ b @ l,impɹɛgnəbəl,12
2,imprĕʹſs,L.,,,v.,30.0,114,,impress,impress,i m p r\ E s,impɹɛs,8
4,imprĕʹſſion,,,,n.,31.0,114,,impression,impression,i m p r\ E S @ n,impɹɛʃən,11
3,imprīʹmis,L.,,,p.,33.0,114,,imprimis,imprimis,i m p r\ i: m i s,impɹiːmis,9
2,imprĭʹnt,L.,,,v.,34.0,114,,imprint,imprint,i m p r\ I n t,impɹɪnt,8
3,imprĭʹſon,,,,v.,35.0,114,,imprison,imprison,i m p r\ I z @ n,impɹɪzən,9
4,imprĭʹſŏnment,F.,,,n.,36.0,114,,imprisonment,imprisonment,i m p r\ I z @ n m @ n t,impɹɪzənmənt,13
4,imprŏʹbable,L.,,,a.,37.0,114,,improbable,improbable,i m p r\ A b @ b @ l,impɹɑbəbəl,11
3,imprŏʹper.,L.,,,a.,40.0,114,,improper,improper,i m p r\ A p 3:r,impɹɑpɜ:r,10
5,imprŏprīʹĕty,F.,,,n.,44.0,114,,impropriety,impropriety,I m p r\ @ p r\ aI @ 4 i:,ɪmpɹəpɹ?əɾiː,12
2,improʹve,,,,v.,46.0,114,,improve,improve,i m p r\ u v,impɹuv,8
3,improʹvement,,,,n.,47.0,114,,improvement,improvement,i m p r\ u v m @ n t,impɹuvmənt,12
3,imprūʹdĕnce,L.,,,n.,49.0,114,,imprudence,imprudence,i m p r\ u d @ n s,impɹudəns,11
3,imprūʹdent,,,,a.,50.0,114,,imprudent,imprudent,i m p r\ u d @ n t,impɹudənt,10
2,impŭʹgn,L.,,,v.,53.0,114,,impugn,impugn,i m p j u n,impjun,7
2,iʹmpŭlſe,L.,,,n.,54.0,114,,impulse,impulse,I m p @ l s,ɪmpəls,8
3,impŭʹlſive,,,,a.,55.0,114,,impulsive,impulsive,i m p V l s i v,impʌlsiv,10
4,impūʹnĭty,,,,n.,56.0,114,,impunity,impunity,i m p j u n i 4 i:,impjuniɾiː,9
2,impūʹre,,,,a.,57.0,114,,impure,impure,i m p j U r\,impjʊɹ,7
4,impūʹrĭty,L.,,,n.,58.0,114,,impurity,impurity,i m p j U r\ @ 4 i:,impjʊɹəɾiː,9
5,impūtāʹtion,,,,n.,60.0,114,,imputation,imputation,I m p j @ t eI S @ n,ɪmpjət?ʃən,11
2,impūʹte,L.,,,v.,62.0,114,,impute,impute,i m p j u t,impjut,7
5,inabĭʹlĭty,F.,,,n.,63.0,114,,inability,inability,I n @ b I l i 4 i:,ɪnəbɪliɾiː,10
5,inăccĕʹſſĭble,L.,,,a.,64.0,114,,inaccessible,inaccessible,I n @ k s E s @ b @ l,ɪnəksɛsəbəl,13
4,inăʹction,F.,,,n.,65.0,114,,inaction,inaction,i n { k S @ n,inækʃən,9
3,inăʹctĭve,F.,,,a.,66.0,114,,inactive,inactive,i n { k t i v,inæktiv,9
4,inăʹdĕquāte,L.,,,a.,67.0,114,,inadequate,inadequate,i n { 4 @ k w @ t,inæɾəkwət,11
4,inădvĕʹrtence,F.,,,n.,68.0,114,,inadvertence,inadvertence,I n @ d v 3:r t @ n s,ɪnədvɜ:rtəns,13
6,inăʹlĭĕnable,,,,a.,69.0,114,,inalienable,inalienable,i n eI l j @ n @ b @ l,in?ljənəbəl,12
2,ināʹne,,,,a.,72.0,114,,inane,inane,i n eI n,in?n,6
4,inăʹnĭmāte,L.,,,a.,73.0,114,,inanimate,inanimate,i n { n @ m @ t,inænəmət,10
5,inărtĭʹcŭlāte,L.,,,a.,4.0,115,,inarticulate,inarticulate,i n A r\ t I k j @ l @ t,inɑɹtɪkjələt,13
4,inauʹgŭrāte,L.,,,v.,6.0,115,,inaugurate,inaugurate,i n O: g j 3:r i t,inOːgjɜ:rit,11
6,inaugŭrāʹtion,,,,n.,7.0,115,,inauguration,inauguration,i n O: g j 3:r eI S @ n,inOːgjɜ:r?ʃən,13
5,inauſpĭʹcĭ_o_us,L.,,,a.,8.0,115,,inauspicious,inauspicious,i n aU s p I S i s,in?spɪʃis,15
2,iʹnborn,,,,a.,9.0,115,,inborn,inborn,I n b O: r\ n,ɪnbOːɹn,7
2,iʹncā,,,,n.,10.0,115,,inca,inca,I N k @,ɪŋkə,5
5,incăntāʹtion,L.,,,n.,13.0,115,,incantation,incantation,i n k { n t eI S @ n,inkænt?ʃən,12
4,incāʹpable,F.,,,a.,14.0,115,,incapable,incapable,i n k eI p @ b @ l,ink?pəbəl,10
5,incăpāʹcitāte,,,,v.,15.0,115,,incapacitate,incapacitate,i n k @ p { s i t eI t,inkəpæsit?t,13
5,incapāʹcĭty,F.,,,n.,16.0,115,,incapacity,incapacity,i n k @ p { s @ 4 i:,inkəpæsəɾiː,11
3,incăʹrnāte,,,,a.,17.0,115,,incarnate,incarnate,i n k A r\ n @ t,inkɑɹnət,10
5,incărnāʹtion,,,,n.,18.0,115,,incarnation,incarnation,i n k A r\ n eI S @ n,inkɑɹn?ʃən,12
5,incĕʹndĭăry,L.,,,n.,20.0,115,,incendiary,incendiary,i n s E n d i: E r\ i:,insɛndiːɛɹiː,11
2,iʹncĕnſe,L.,,,n.,21.0,115,,incense,incense,i n s E n s,insɛns,8
3,incĕʹntĭve,L.,,,n.,23.0,115,,incentive,incentive,i n s E n t i v,insɛntiv,10
3,incĕʹſsănt,,,,a.,28.0,115,,incessant,incessant,i n s E s @ n t,insɛsənt,10
2,incĕſt,L.,nbSyll>1 et pas d'accent tonic,,n.,29.0,115,,incest,incest,I n s E s t,ɪnsɛst,6
4,incĕʹſtū_o_us,L.,,,a.,30.0,115,,incestuous,incestuous,i n s E s tS w @ s,insɛs?wəs,13
1,inch,,,,n.,31.0,115,,inch,inch,I n tS,ɪn?,4
3,incĭdĕnce,,nbSyll>1 et pas d'accent tonic,,n.,39.0,115,,incidence,incidence,I n s @ d @ n s,ɪnsədəns,9
3,iʹncĭdent,L.,,,a.,40.0,115,,incident,incident,I n s @ d @ n t,ɪnsədənt,9
4,incĭʹnĕrāte,,,,v.,41.0,115,,incinerate,incinerate,i n s I n 3:r eI t,insɪnɜ:r?t,11
4,incĭʹſion,,,,n.,43.0,115,,incision,incision,i n s I Z @ n,insɪʒən,9
2,incīʹte,L.,,,v.,45.0,115,,incite,incite,i n s aI t,ins?t,7
3,incīʹt_e_ment,L.,,,n.,46.0,115,,incitement,incitement,i n s aI t m @ n t,ins?tmənt,13
5,incĭvĭʹlĭty,F.,,,n.,47.0,115,,incivility,incivility,i n s i v I l i 4 i:,insivɪliɾiː,11
5,inclĭnāʹtion,,,,n.,51.0,115,,inclination,inclination,I n k l @ n eI S @ n,ɪnklən?ʃən,12
2,inclīʹne,L.,,,v.,52.0,115,,incline,incline,i n k l aI n,inkl?n,8
3,inclōʹsūre,L.,,,n.,54.0,115,,inclosure,inclosure,i n k l @U Z 3:r,inkloʊʒɜ:r,10
2,inclūʹde,L.,,,v.,55.0,115,,include,include,i n k l u d,inklud,8
3,inclūʹſive,L.,,,a.,56.0,115,,inclusive,inclusive,i n k l u s i v,inklusiv,10
4,incŏʹgnĭto,F.,,,a.,58.0,115,,incognito,incognito,i n k O: g n i: 4 @U,inkOːgniːɾoʊ,10
4,incohēʹrent,L.,,,a.,59.0,115,,incoherent,incoherent,i n k @U h I r\ @ n t,inkoʊhɪɹənt,11
2,iʹncŏme,,,,n.,61.0,115,,income,income,I n k V m,ɪnkʌm,7
5,incŏʹmpărable,L.,,,a.,67.0,115,,incomparable,incomparable,i n k A m p 3:r @ b @ l,inkɑmpɜ:rəbəl,13
5,incŏmpaʹtĭble,F.,,,a.,70.0,115,,incompatible,incompatible,i n k @ m p { 4 @ b @ l,inkəmpæɾəbəl,13
5,incŏʹmpĕtency,L.,,,n.,71.0,115,,incompetency,incompetency,i n k A m p @ t @ n s i:,inkɑmpətənsiː,13
4,incŏʹmpĕtent,L.,,,a.,72.0,115,,incompetent,incompetent,i n k A m p @ t @ n t,inkɑmpətənt,12
3,incŏmplēʹte,L.,,,a.,73.0,115,,incomplete,incomplete,i n k @ m p l i: t,inkəmpliːt,11
6,incŏmprĕhĕʹnsĭble,L.,,,a.,2.0,116,,incomprehensible,incomprehensible,i N k A m p r\ @ h E n s i b @ l,iŋkɑmpɹəhɛnsibəl,17
5,incŏnceiʹvable,F.,,,a.,3.0,116,,inconceivable,inconceivable,I n k @ n s i: v @ b @ l,ɪnkənsiːvəbəl,14
5,incŏngrūʹĭty,L.,,,n.,5.0,116,,incongruity,incongruity,I N k O: N r\ u i 4 i:,ɪŋkOːŋɹuiɾiː,12
4,incŏʹngrū_o_us,,,,a.,6.0,116,,incongruous,incongruous,i N k O: N r\ u @ s,iŋkOːŋɹuəs,14
6,incŏnsĭʹdĕrable,,,,a.,8.0,116,,inconsiderable,inconsiderable,I n k @ n s I 4 3:r @ b @ l,ɪnkənsɪɾɜ:rəbəl,15
4,incŏnsĭʹſtent,,,,a.,12.0,116,,inconsistent,inconsistent,I n k @ n s I s t @ n t,ɪnkənsɪstənt,13
5,incŏnſōʹlable,L.,,,a.,13.0,116,,inconsolable,inconsolable,I n k @ n s A l @ b @ l,ɪnkənsɑləbəl,13
4,incŏʹnſtăncy,,,,n.,14.0,116,,inconstancy,inconstancy,i n k A n s t @ n s i:,inkɑnstənsiː,12
4,incŏʹntĭnent,L.,,,a.,17.0,116,,incontinent,incontinent,i n k A n t @ n @ n t,inkɑntənənt,12
5,incŏnvĕʹnĭĕnce,,,,n.,18.0,116,,inconvenience,inconvenience,I n k @ n v i: n j @ n s,ɪnkənviːnjəns,14
4,incŏʹrpŏrāte,L.,,,v.,21.0,116,,incorporate,incorporate,i n k O: r\ p 3:r eI t,inkOːɹpɜ:r?t,12
3,incŏrrĕʹct,L.,,,a.,23.0,116,,incorrect,incorrect,i n k 3:r E k t,inkɜ:rɛkt,10
5,incŏʹrrĭgĭble,L.,,,a.,24.0,116,,incorrigible,incorrigible,i n k A r\ @ dZ @ b @ l,inkɑɹə?əbəl,13
2,increaʹſe,,,,v.,29.0,116,,increase,increase,i n k r\ i: s,inkɹiːs,9
4,incrĕʹdĭble,L.,,,a.,31.0,116,,incredible,incredible,i n k r\ E 4 @ b @ l,inkɹɛɾəbəl,11
5,incredūʹlĭty,L.,,,n.,33.0,116,,incredulity,incredulity,I n k r\ @ d u l i 4 i:,ɪnkɹəduliɾiː,12
4,incrĕʹdūl_o_us,,,,a.,34.0,116,,incredulous,incredulous,i n k r\ E dZ @ l @ s,inkɹɛ?ələs,14
3,iʹncrĕment,L.,,,n.,35.0,116,,increment,increment,I n k r\ @ m @ n t,ɪnkɹəmənt,10
5,incrŭſtāʹtion,L.,,,n.,37.0,116,,incrustation,incrustation,I n k r\ @ s t eI S @ n,ɪnkɹəst?ʃən,13
5,incūbāʹtion,L.,,,n.,39.0,116,,incubation,incubation,I N k j u b eI S @ n,ɪŋkjub?ʃən,11
3,incŭʹlcāte,L.,,,v.,41.0,116,,inculcate,inculcate,I N k @ l k eI t,ɪŋkəlk?t,10
3,incŭʹmbĕnt,,,,n.,44.0,116,,incumbent,incumbent,i n k V m b @ n t,inkʌmbənt,10
2,incŭʹr,,,,v.,47.0,116,,incur,incur,i n k 3:r,inkɜ:r,6
4,incūʹrable,,,,a.,48.0,116,,incurable,incurable,i n k j U r\ @ b @ l,inkjʊɹəbəl,10
4,incŭʹrſion,L.,,,n.,50.0,116,,incursion,incursion,i n k 3:r Z @ n,inkɜ:rʒən,10
3,indĕʹ_b_ted,F.,,,a.,55.0,116,,indebted,indebted,i n d E 4 @ d,indɛɾəd,11
4,indĕʹcĕncy,L.,,,n.,56.0,116,,indecency,indecency,i n d i: s @ n s i:,indiːsənsiː,10
3,indĕʹcent,,,,a.,57.0,116,,indecent,indecent,i n d i: s @ n t,indiːsənt,9
6,indefăʹtĭgable,,,,a.,60.0,116,,indefatigable,indefatigable,I n d i f { 4 i g @ b @ l,ɪndifæɾigəbəl,14
4,indĕʹfĭnĭte,L.,,,a.,63.0,116,,indefinite,indefinite,i n d E f @ n @ t,indɛfənət,11
4,indēʹlĭble,L.,,,a.,64.0,116,,indelible,indelible,i n d E l i b @ l,indɛlibəl,10
4,indĕʹmnĭfy,,,,v.,65.0,116,,indemnify,indemnify,i n d E m n @ f aI,indɛmnəf?,10
4,indĕʹmnĭty,F.,,,n.,66.0,116,,indemnity,indemnity,i n d E m n @ 4 i:,indɛmnəɾiː,10
2,indĕʹnt,F.,,,v.,68.0,116,,indent,indent,i n d E n t,indɛnt,7
3,indĕʹntŭre,,,,n.,69.0,116,,indenture,indenture,i n d E n tS 3:r,indɛn?ɜ:r,10
4,indepĕʹndent,,,,a.,70.0,116,,independent,independent,I n d i p E n d @ n t,ɪndipɛndənt,12
5,indetĕʹrmĭnāte,L.,,,a.,71.0,116,,indeterminate,indeterminate,I n d i t 3:r m i n i t,ɪnditɜ:rminit,14
2,iʹndex,L.,,,n.,73.0,116,,index,index,I n d E k s,ɪndɛks,6
3,iʹndĭan,,,,n.,74.0,116,,indian,indian,I n d i: @ n,ɪndiːən,7
3,iʹndĭcāte,,,,v.,2.0,117,,indicate,indicate,I n d @ k eI t,ɪndək?t,9
5,indĭcāʹtion,L.,,,n.,3.0,117,,indication,indication,I n d @ k eI S @ n,ɪndək?ʃən,11
4,indĭʹcătive,,,,n.,4.0,117,,indicative,indicative,i n d I k @ 4 i v,indɪkəɾiv,11
2,indīʹ_c_t,L.,,,v.,6.0,117,,indict,indict,i n d aI t,ind?t,9
3,indīʹ_c_tment,,,,n.,9.0,117,,indictment,indictment,i n d aI t m @ n t,ind?tmənt,13
4,indĭʹffĕrĕnce,L.,,,n.,10.0,117,,indifference,indifference,i n d I f 3:r @ n s,indɪfɜ:rəns,13
4,indĭʹffĕrent,,,,a.,11.0,117,,indifferent,indifferent,i n d I f r\ @ n t,indɪfɹənt,12
3,iʹndĭgent,L.,,,a.,13.0,117,,indigent,indigent,I n d i dZ @ n t,ɪndi?ənt,9
5,indĭgĕʹſtĭble,L.,,,a.,15.0,117,,indigestible,indigestible,I n d aI dZ E s t @ b @ l,ɪnd??ɛstəbəl,13
5,indĭgĕʹſtion,L.,,,n.,16.0,117,,indigestion,indigestion,I n d aI dZ E s tS @ n,ɪnd??ɛs?ən,12
3,indĭʹgnant,L.,,,a.,17.0,117,,indignant,indignant,i n d I g n @ n t,indɪgnənt,10
5,indĭgnāʹtion,,,,n.,18.0,117,,indignation,indignation,I n d i g n eI S @ n,ɪndign?ʃən,12
4,indĭʹgnĭty,,,,n.,19.0,117,,indignity,indignity,i n d I g n @ 4 i:,indɪgnəɾiː,10
3,iʹndĭgo,,,,n.,20.0,117,,indigo,indigo,I n d @ g @U,ɪndəgoʊ,7
3,indīrĕʹct,,,,a.,21.0,117,,indirect,indirect,i n d 3:r E k t,indɜ:rɛkt,9
3,indĭſcreeʹt,L.,,,a.,24.0,117,,indiscreet,indiscreet,i n d i s k r\ i: t,indiskɹiːt,11
5,indĭſcrĕʹtion,,,,n.,25.0,117,,indiscretion,indiscretion,I n d i s k r\ E S @ n,ɪndiskɹɛʃən,13
5,indĭſcrĭʹmĭnāte,L.,,,a.,26.0,117,,indiscriminate,indiscriminate,i n d i s k r\ I m @ n @ t,indiskɹɪmənət,15
5,indĭſpĕnſable,,nbSyll>1 et pas d'accent tonic,,a.,27.0,117,,indispensable,indispensable,I n d i s p E n s @ b @ l,ɪndispɛnsəbəl,13
5,indĭſpūtable,L.,nbSyll>1 et pas d'accent tonic,,a.,31.0,117,,indisputable,indisputable,I n d i s p j u 4 @ b @ l,ɪndispjuɾəbəl,12
3,indĭſtĭʹnct,L.,,,a.,34.0,117,,indistinct,indistinct,i n d i s t I N k t,indistɪŋkt,11
